disk_type,pool_type,cache_size,iops_min,iops_max,iops_avg,iops_std,iops_samples,bw_min,bw_max,bw_perc,bw_avg,bw_std,bw_samples,clat_min,clat_max,clat_avg,clat_std,iodepth,bs,iops_limit,workload,request_type,iops,bw,bw_mb,total_bw,total_time,clat_1th,clat_50th,clat_90th,clat_99th
lsvd,hdd,240gb,20736,67840,52016.30,10025.83,53,82944,271360,100.00,208065.21,40103.32,53,92,858810,1555.40,15229.88,384,4ki,100000,randwrite,write,46.8k,183MiB/s,192MB/s,5484MiB,30001msec,6,8,10,1536
lsvd,hdd,240gb,20736,67840,52016.30,10025.83,53,10240,273408,100.00,208233.10,52742.06,51,92,858810,1555.40,15229.88,448,4ki,100000,randwrite,write,45.2k,176MiB/s,185MB/s,5295MiB,30001msec,7,8,10,1854
lsvd,hdd,240gb,20736,67840,52016.30,10025.83,53,12416,270144,100.00,200451.69,53723.05,52,92,858810,1555.40,15229.88,512,4ki,100000,randwrite,write,44.4k,174MiB/s,182MB/s,5205MiB,30002msec,8,8,10,1552
lsvd,hdd,240gb,20736,67840,52016.30,10025.83,53,24832,31648,100.00,27732.39,1277.71,59,92,858810,1555.40,15229.88,1,4ki,100000,write,write,6923,27.0MiB/s,28.4MB/s,811MiB,30001msec,98,121,141,873
lsvd,hdd,240gb,19038,49642,42253.74,7478.91,53,76152,198568,100.00,169014.49,29915.86,53,92,858810,1555.40,15229.88,16,4ki,100000,write,write,37.2k,145MiB/s,153MB/s,4374MiB,30068msec,145,334,453,71828
lsvd,hdd,240gb,19038,49642,42253.74,7478.91,53,76152,198568,100.00,169014.49,29915.86,53,92,858810,1555.40,15229.88,32,4ki,100000,write,write,44.0k,172MiB/s,180MB/s,5158MiB,30008msec,302,537,717,133694
lsvd,hdd,240gb,19038,49642,42253.74,7478.91,53,38704,267096,100.00,203770.26,43017.38,53,92,858810,1555.40,15229.88,64,4ki,100000,write,write,45.8k,179MiB/s,188MB/s,5365MiB,30001msec,515,1057,1369,1233126
lsvd,hdd,240gb,19038,49642,42253.74,7478.91,53,35344,244192,100.00,194227.20,42566.65,55,92,858810,1555.40,15229.88,80,4ki,100000,write,write,45.4k,177MiB/s,186MB/s,5318MiB,30001msec,553,1647,2507,1166017
lsvd,hdd,240gb,10436,69568,48818.04,14789.70,55,41744,278272,100.00,195272.15,59158.81,55,92,858810,1555.40,15229.88,96,4ki,100000,write,write,45.5k,178MiB/s,187MB/s,5336MiB,30001msec,717,1713,2409,1233126
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,48448,281272,100.00,197572.43,46496.48,56,92,858810,1555.40,15229.88,112,4ki,100000,write,write,46.9k,183MiB/s,192MB/s,5493MiB,30001msec,857,1762,2343,1149240
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,14648,271272,100.00,212520.86,37375.40,56,92,858810,1555.40,15229.88,128,4ki,100000,write,write,46.9k,183MiB/s,192MB/s,5812MiB,31727msec,1287,1942,2409,1585447
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,14648,271272,100.00,212520.86,37375.40,56,92,858810,1555.40,15229.88,160,4ki,100000,write,write,44.4k,173MiB/s,182MB/s,5203MiB,30001msec,1991,3326,4424,1501561
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,14648,271272,100.00,212520.86,37375.40,56,92,858810,1555.40,15229.88,192,4ki,100000,write,write,45.5k,178MiB/s,187MB/s,5595MiB,31454msec,3,4,5,1955
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,14648,271272,100.00,212520.86,37375.40,56,92,858810,1555.40,15229.88,224,4ki,100000,write,write,47.6k,186MiB/s,195MB/s,5579MiB,30002msec,3,4,5,1133
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,14648,271272,100.00,212520.86,37375.40,56,92,858810,1555.40,15229.88,256,4ki,100000,write,write,47.5k,186MiB/s,195MB/s,5572MiB,30015msec,4,4,5,1351
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,29184,284160,100.00,206705.63,39876.76,54,92,858810,1555.40,15229.88,320,4ki,100000,write,write,47.3k,185MiB/s,194MB/s,5541MiB,30001msec,5,7,9,1301
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,11264,243712,100.00,190857.69,55650.91,52,92,858810,1555.40,15229.88,384,4ki,100000,write,write,42.1k,164MiB/s,172MB/s,4935MiB,30001msec,7,8,9,1770
lsvd,hdd,240gb,12112,70318,49393.14,11624.15,56,11264,243712,100.00,190857.69,55650.91,52,92,858810,1555.40,15229.88,448,4ki,100000,write,write,48.9k,191MiB/s,200MB/s,5747MiB,30086msec,7,8,9,1485
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,87888,286552,100.00,209380.53,43063.74,53,92,858810,1555.40,15229.88,512,4ki,100000,write,write,47.1k,184MiB/s,193MB/s,5522MiB,30010msec,7,8,9,1334
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,37224,268144,100.00,212600.43,32019.14,56,92,858810,1555.40,15229.88,256,4ki,100000,randwrite,write,50.4k,197MiB/s,207MB/s,5910MiB,30002msec,4,4,6,1200
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,37224,268144,100.00,212600.43,32019.14,56,92,858810,1555.40,15229.88,256,8ki,100000,randwrite,write,25.3k,197MiB/s,207MB/s,6001MiB,30408msec,5,6,8,1754
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,112640,425920,100.00,269096.45,64367.77,53,92,858810,1555.40,15229.88,256,16ki,100000,randwrite,write,15.2k,237MiB/s,248MB/s,7110MiB,30005msec,9,11,25,1435
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,112640,425920,100.00,269096.45,64367.77,53,92,858810,1555.40,15229.88,256,32ki,100000,randwrite,write,6581,206MiB/s,216MB/s,6172MiB,30010msec,16,21,64,1921
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,112640,425920,100.00,269096.45,64367.77,53,92,858810,1555.40,15229.88,256,64ki,100000,randwrite,write,3375,211MiB/s,221MB/s,6346MiB,30082msec,29,45,132,2039
lsvd,hdd,240gb,21972,71638,52345.06,10765.91,53,34008,274456,100.00,215047.27,38368.59,55,92,858810,1555.40,15229.88,256,4ki,100000,write,write,50.2k,196MiB/s,206MB/s,5881MiB,30001msec,3,4,6,1267
lsvd,hdd,240gb,11916,49736,29215.61,6413.67,56,95328,397888,100.00,233725.14,51309.56,56,92,858810,1555.40,15229.88,256,8ki,100000,write,write,27.3k,213MiB/s,223MB/s,6393MiB,30024msec,5,6,8,1586
lsvd,hdd,240gb,11916,49736,29215.61,6413.67,56,95328,397888,100.00,233725.14,51309.56,56,92,858810,1555.40,15229.88,256,16ki,100000,write,write,15.5k,243MiB/s,254MB/s,7278MiB,30005msec,9,11,21,1938
lsvd,hdd,240gb,11916,49736,29215.61,6413.67,56,27264,436160,100.00,245739.85,67623.48,54,92,858810,1555.40,15229.88,256,32ki,100000,write,write,7009,219MiB/s,230MB/s,6574MiB,30012msec,13,21,69,1871
lsvd,hdd,240gb,11916,49736,29215.61,6413.67,56,73472,481920,100.00,254102.15,84459.61,52,92,858810,1555.40,15229.88,256,64ki,100000,write,write,3445,215MiB/s,226MB/s,6468MiB,30031msec,32,44,118,2022
lsvd,ssd,20gb,19408,26000,22937.48,1222.99,119,77632,104000,100.00,91749.98,4891.95,119,89,58485,5542.71,4952.88,128,4ki,,randread,read,22.9k,89.5MiB/s,93.9MB/s,5372MiB,60019msec,194,4490,10945,49546
lsvd,ssd,20gb,33608,46362,38297.15,1923.12,119,134432,185448,100.00,153188.67,7692.42,119,87,19618,3319.58,1701.53,128,4ki,,read,read,38.3k,149MiB/s,157MB/s,8968MiB,60004msec,202,4047,4686,16909
lsvd,ssd,20gb,33608,46362,38297.15,1923.12,119,39728,40416,100.00,40017.49,112.46,59,137,14384,2154.04,1011.81,128,4ki,10000,randread,read,9997,39.1MiB/s,40.9MB/s,1172MiB,30009msec,302,2147,3359,11600
lsvd,ssd,20gb,17776,22456,20007.46,563.17,59,71104,89824,100.00,80029.97,2252.70,59,81,60234,4070.54,4001.33,128,4ki,20000,randread,read,20.0k,78.1MiB/s,81.9MB/s,2343MiB,30010msec,125,3752,8029,48497
lsvd,ssd,20gb,21328,32024,26962.81,3072.92,59,85312,128096,100.00,107851.25,12291.67,59,89,73362,4713.48,6624.39,128,4ki,30000,randread,read,26.9k,105MiB/s,110MB/s,3156MiB,30014msec,174,2343,12649,56361
lsvd,ssd,20gb,19842,27308,24280.92,1483.89,59,79368,109232,100.00,97123.66,5935.54,59,88,68059,5235.70,7207.12,128,4ki,40000,randread,read,24.3k,94.7MiB/s,99.4MB/s,2844MiB,30012msec,186,2573,13566,61080
lsvd,ssd,20gb,19504,26138,24653.80,1146.39,59,78016,104552,100.00,98615.32,4585.58,59,72,63847,5157.15,7636.23,128,4ki,50000,randread,read,24.6k,96.2MiB/s,101MB/s,2887MiB,30011msec,180,2409,13566,59507
lsvd,ssd,20gb,20054,26640,24187.49,1401.48,59,80216,106560,100.00,96749.97,5605.90,59,73,66012,5255.28,7675.11,128,4ki,60000,randread,read,24.2k,94.4MiB/s,99.0MB/s,2833MiB,30011msec,165,2376,14353,59507
lsvd,ssd,20gb,16790,26226,23973.69,1508.62,59,67160,104904,100.00,95894.92,6034.56,59,87,70870,5303.55,8131.41,128,4ki,70000,randread,read,23.9k,93.5MiB/s,98.1MB/s,2808MiB,30012msec,165,2343,14091,63177
lsvd,ssd,20gb,16352,25920,23542.92,1992.39,59,65408,103680,100.00,94171.53,7969.61,59,91,71672,5396.89,8735.93,128,4ki,80000,randread,read,23.5k,91.9MiB/s,96.4MB/s,2759MiB,30011msec,174,2278,14222,65274
lsvd,ssd,20gb,19026,26184,23803.86,1306.00,59,76104,104736,100.00,95215.46,5223.99,59,51,65708,5339.88,8128.26,128,4ki,90000,randread,read,23.8k,92.9MiB/s,97.4MB/s,2789MiB,30013msec,178,2376,14091,61080
lsvd,ssd,20gb,16780,26520,24170.27,1443.88,59,67120,106080,100.00,96681.08,5775.51,59,87,73535,5259.39,8822.07,128,4ki,100000,randread,read,24.1k,94.3MiB/s,98.9MB/s,2831MiB,30013msec,165,2212,13960,66847
lsvd,ssd,20gb,16780,26520,24170.27,1443.88,59,39696,40320,100.00,40023.32,111.96,59,78,16436,672.83,765.86,128,4ki,10000,read,read,9999,39.1MiB/s,41.0MB/s,1172MiB,30001msec,104,289,1795,15664
lsvd,ssd,20gb,19678,20322,20006.31,76.94,59,78712,81288,100.00,80025.22,307.75,59,34,14691,916.81,1323.44,128,4ki,20000,read,read,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30001msec,105,239,2278,11863
lsvd,ssd,20gb,29264,31008,30013.49,178.70,59,117048,124040,100.00,120053.97,716.15,59,76,10943,969.76,1404.55,128,4ki,30000,read,read,30.0k,117MiB/s,123MB/s,3515MiB,30001msec,129,247,3425,10552
lsvd,ssd,20gb,35670,40932,39615.76,985.99,59,142680,163728,100.00,158463.05,3943.95,59,80,11037,993.54,1567.91,128,4ki,40000,read,read,39.6k,155MiB/s,162MB/s,4637MiB,30005msec,143,262,4178,10552
lsvd,ssd,20gb,36256,50070,47593.69,4931.09,59,145024,200280,100.00,190374.78,19724.37,59,92,10231,830.41,1337.26,128,4ki,50000,read,read,47.4k,185MiB/s,194MB/s,5557MiB,30004msec,153,322,3884,9765
lsvd,ssd,20gb,33804,60156,55491.80,9180.10,59,135216,240624,100.00,221967.19,36720.42,59,88,10897,896.87,1223.18,128,4ki,60000,read,read,55.2k,216MiB/s,226MB/s,6467MiB,30005msec,196,445,3458,10028
lsvd,ssd,20gb,33918,70192,63309.25,13474.20,59,135672,280768,100.00,253236.75,53896.66,59,89,19456,1319.79,1128.99,128,4ki,70000,read,read,62.8k,245MiB/s,257MB/s,7361MiB,30005msec,281,955,2245,10421
lsvd,ssd,20gb,33216,82716,70552.31,16733.96,59,132864,330864,100.00,282209.22,66935.86,59,93,10897,1712.49,863.73,128,4ki,80000,read,read,69.9k,273MiB/s,286MB/s,8198MiB,30005msec,347,1582,2008,9765
lsvd,ssd,20gb,35232,88680,75732.64,15265.06,59,140928,354720,100.00,302930.44,61060.14,59,91,10921,1693.66,693.07,128,4ki,90000,read,read,75.0k,293MiB/s,307MB/s,8790MiB,30005msec,529,1565,1860,10159
lsvd,ssd,20gb,71238,84718,75997.93,3981.50,59,284952,338872,100.00,303991.86,15925.90,59,92,14452,1683.78,295.91,128,4ki,100000,read,read,75.4k,295MiB/s,309MB/s,8842MiB,30005msec,1037,1713,1844,9241
lsvd,ssd,20gb,71238,84718,75997.93,3981.50,59,284952,338872,100.00,303991.86,15925.90,59,86,9977,1435.32,861.04,1,4ki,100000,randread,read,684,2738KiB/s,2804kB/s,80.2MiB,30001msec,98,1713,2114,8717
lsvd,ssd,20gb,10914,43754,12112.68,4206.18,59,43656,175016,100.00,48450.71,16824.74,59,37,12697,1310.21,799.65,16,4ki,100000,randread,read,12.1k,47.2MiB/s,49.5MB/s,1418MiB,30004msec,101,1532,2147,9765
lsvd,ssd,20gb,14986,43864,18711.56,3641.59,59,59944,175456,100.00,74846.24,14566.37,59,89,23197,1702.20,1085.81,32,4ki,100000,randread,read,18.7k,72.9MiB/s,76.5MB/s,2188MiB,30003msec,169,1844,2835,13960
lsvd,ssd,20gb,18176,30268,24389.46,3162.86,59,72704,121072,100.00,97557.69,12651.40,59,85,27364,2616.03,2231.41,64,4ki,100000,randread,read,24.4k,95.2MiB/s,99.8MB/s,2855MiB,30005msec,188,2212,5211,21103
lsvd,ssd,20gb,19840,29348,25411.05,2114.65,59,79360,117392,100.00,101644.20,8458.65,59,191,39272,4133.59,4262.03,80,4ki,100000,randread,read,25.3k,99.0MiB/s,104MB/s,2971MiB,30008msec,326,2835,9896,31589
lsvd,ssd,20gb,21034,26532,23870.41,1199.51,59,84136,106128,100.00,95481.49,4798.18,59,104,48615,4729.22,5240.81,96,4ki,100000,randread,read,23.9k,93.2MiB/s,97.7MB/s,2797MiB,30008msec,277,2835,11863,41681
lsvd,ssd,20gb,16644,26062,23081.22,2015.98,59,66576,104248,99.99,92324.88,8063.91,59,87,66815,5185.75,6451.64,112,4ki,100000,randread,read,23.1k,90.2MiB/s,94.6MB/s,2706MiB,30008msec,231,2638,14222,47973
lsvd,ssd,20gb,16692,26278,23408.24,1776.59,59,66768,105112,100.00,93632.95,7106.36,59,86,64516,5428.22,7328.38,128,4ki,100000,randread,read,23.4k,91.4MiB/s,95.8MB/s,2743MiB,30014msec,176,2638,14353,59507
lsvd,ssd,20gb,19968,26880,23694.10,1389.75,59,79872,107520,99.96,94776.41,5559.02,59,91,95926,8596.89,10314.47,160,4ki,100000,randread,read,23.7k,92.6MiB/s,97.1MB/s,2779MiB,30009msec,494,5145,20841,87557
lsvd,ssd,20gb,18560,25528,23428.34,1432.04,59,74240,102112,100.00,93713.36,5728.16,59,93,100994,9531.44,10105.94,192,4ki,100000,randread,read,23.4k,91.5MiB/s,95.9MB/s,2744MiB,30009msec,611,6390,20579,95945
lsvd,ssd,20gb,17024,26816,23096.41,1914.65,59,68096,107264,99.83,92385.63,7658.61,59,88,236175,10356.07,12695.88,224,4ki,100000,randread,read,23.1k,90.4MiB/s,94.8MB/s,2712MiB,30010msec,482,6390,24511,181404
lsvd,ssd,20gb,16448,25924,22841.92,2070.74,59,65792,103696,99.87,91367.69,8283.00,59,103,115031,11148.61,10323.07,256,4ki,100000,randread,read,22.9k,89.3MiB/s,93.7MB/s,2681MiB,30010msec,1172,7832,22676,104334
lsvd,ssd,20gb,19968,25728,23840.00,1255.38,60,79872,102912,100.00,95360.00,5021.53,60,1466,102921,17455.65,8608.43,320,4ki,100000,randread,read,23.8k,93.1MiB/s,97.6MB/s,2795MiB,30023msec,6521,15139,28181,88605
lsvd,ssd,20gb,18176,26112,23842.71,1582.71,59,72704,104448,99.90,95370.85,6330.83,59,1466,102921,17455.65,8608.43,384,4ki,100000,randread,read,23.9k,93.2MiB/s,97.8MB/s,2798MiB,30011msec,8,17,30,207
lsvd,ssd,20gb,19456,26112,24146.44,1357.25,59,77824,104448,100.00,96585.63,5428.98,59,1466,102921,17455.65,8608.43,448,4ki,100000,randread,read,24.1k,94.3MiB/s,98.9MB/s,2830MiB,30012msec,11,18,30,128
lsvd,ssd,20gb,16040,26612,23704.37,1672.98,59,64160,106448,99.97,94817.63,6692.02,59,1466,102921,17455.65,8608.43,512,4ki,100000,randread,read,23.7k,92.6MiB/s,97.1MB/s,2780MiB,30013msec,12,19,31,125
lsvd,ssd,20gb,16040,26612,23704.37,1672.98,59,18736,24480,100.00,21395.39,1207.94,59,1466,102921,17455.65,8608.43,1,4ki,100000,read,read,5348,20.9MiB/s,21.9MB/s,627MiB,30001msec,83,100,157,2704
lsvd,ssd,20gb,10016,56412,16459.90,12671.88,59,40064,225648,100.00,65839.59,50687.50,59,97,11898,965.13,704.47,16,4ki,100000,read,read,16.4k,64.0MiB/s,67.1MB/s,1921MiB,30002msec,182,1057,1827,4146
lsvd,ssd,20gb,23328,72658,36110.64,19359.07,59,93312,290632,100.00,144442.63,77436.59,59,97,11511,881.83,586.66,32,4ki,100000,read,read,35.9k,140MiB/s,147MB/s,4209MiB,30002msec,198,510,1680,6063
lsvd,ssd,20gb,32238,85256,55882.24,22549.34,59,128952,341024,100.00,223529.08,90197.51,59,95,12310,1143.95,698.79,64,4ki,100000,read,read,55.5k,217MiB/s,227MB/s,6505MiB,30003msec,237,857,2245,11076
lsvd,ssd,20gb,33462,85152,66868.63,19932.85,59,133848,340608,100.00,267474.53,79731.42,59,134,10100,1521.19,762.34,80,4ki,100000,read,read,66.3k,259MiB/s,272MB/s,7774MiB,30004msec,367,1418,2737,8225
lsvd,ssd,20gb,33442,89536,74532.27,20076.81,59,133768,358144,100.00,298128.81,80307.13,59,112,15611,1485.47,734.49,96,4ki,100000,read,read,73.8k,288MiB/s,302MB/s,8656MiB,30004msec,359,1401,1811,9110
lsvd,ssd,20gb,33314,89376,79880.61,17636.16,59,133256,357504,100.00,319522.44,70544.58,59,88,10802,1501.35,656.75,112,4ki,100000,read,read,79.1k,309MiB/s,324MB/s,9270MiB,30004msec,594,1434,1696,9110
lsvd,ssd,20gb,73438,91026,80245.83,4809.05,59,293752,364104,100.00,320983.32,19236.26,59,109,11164,1596.86,320.55,128,4ki,100000,read,read,79.5k,311MiB/s,326MB/s,9323MiB,30005msec,979,1582,1811,10028
lsvd,ssd,20gb,72768,89280,78755.80,5063.48,59,291072,357120,100.00,315023.19,20253.94,59,290,7594,2646.64,454.44,160,4ki,100000,read,read,78.6k,307MiB/s,322MB/s,9215MiB,30001msec,1729,2638,3261,5604
lsvd,ssd,20gb,32384,87680,81770.31,8382.23,59,129536,350720,100.00,327080.95,33529.01,59,303,18564,2764.78,714.89,192,4ki,100000,read,read,81.0k,316MiB/s,332MB/s,9491MiB,30006msec,1991,2704,3163,16450
lsvd,ssd,20gb,73216,86592,77207.86,3780.50,59,292864,346368,100.00,308831.32,15122.08,59,659,5226,3106.21,296.06,224,4ki,100000,read,read,77.1k,301MiB/s,316MB/s,9041MiB,30001msec,2343,3130,3458,4686
lsvd,ssd,20gb,73544,86568,78784.27,4665.18,59,294176,346272,100.00,315136.95,18660.45,59,340,4859,3241.38,309.67,256,4ki,100000,read,read,78.7k,307MiB/s,322MB/s,9220MiB,30001msec,2507,3294,3589,4555
lsvd,ssd,20gb,72960,86784,78108.17,4517.31,59,291840,347136,100.00,312432.68,18069.25,59,694,9416,5340.04,819.33,320,4ki,100000,read,read,78.0k,305MiB/s,320MB/s,9145MiB,30001msec,3687,5342,6456,7701
lsvd,ssd,20gb,72448,84992,75498.27,2420.27,59,289792,339968,100.00,301993.08,9681.08,59,684,9592,5942.79,574.69,384,4ki,100000,read,read,75.5k,295MiB/s,309MB/s,8844MiB,30001msec,4621,5932,6718,7898
lsvd,ssd,20gb,72576,87680,80075.90,4586.93,59,290304,350720,100.00,320303.59,18347.84,59,669,8111,6000.97,521.19,448,4ki,100000,read,read,79.9k,312MiB/s,327MB/s,9369MiB,30001msec,4948,5997,6652,7767
lsvd,ssd,20gb,71880,91860,80065.42,6297.67,59,287520,367440,99.98,320261.69,25190.68,59,664,8366,6380.63,655.09,512,4ki,100000,read,read,80.1k,313MiB/s,328MB/s,9385MiB,30001msec,5211,6521,7111,8094
lsvd,ssd,20gb,20178,27206,24110.00,1356.09,60,80712,108824,100.00,96439.87,5424.39,60,96,237201,10579.57,13473.64,256,4ki,100000,randread,read,24.1k,94.1MiB/s,98.7MB/s,2826MiB,30022msec,816,7046,20579,179307
lsvd,ssd,20gb,18030,25364,22941.59,1290.26,59,144240,202912,100.00,183533.02,10322.20,59,505,76330,11118.80,8718.25,256,8ki,100000,randread,read,22.9k,179MiB/s,188MB/s,5377MiB,30013msec,4948,7963,21365,69731
lsvd,ssd,20gb,16396,22970,20474.03,1271.25,59,262336,367520,100.00,327584.54,20339.99,59,571,99881,12477.04,9293.57,256,16ki,100000,randread,read,20.4k,319MiB/s,335MB/s,9583MiB,30013msec,5735,8979,23987,74974
lsvd,ssd,20gb,12934,18584,15322.34,1709.00,59,413888,594688,99.92,490314.85,54685.19,59,3372,94280,16625.71,8545.80,256,32ki,100000,randread,read,15.3k,479MiB/s,502MB/s,14.0GiB,30017msec,7177,16319,22152,88605
lsvd,ssd,20gb,12934,18584,15322.34,1709.00,59,513024,837632,99.85,634287.73,85201.45,59,3372,94280,16625.71,8545.80,256,64ki,100000,randread,read,9925,620MiB/s,650MB/s,18.2GiB,30019msec,12,27,33,131
lsvd,ssd,20gb,36064,41952,39380.00,1471.77,59,144256,167808,100.00,157520.00,5886.86,59,705,21515,6482.51,2241.69,256,4ki,100000,read,read,39.3k,154MiB/s,161MB/s,4610MiB,30005msec,2008,7046,8848,20055
lsvd,ssd,20gb,18688,70158,34132.78,21099.88,59,149504,561264,100.00,273062.51,168799.46,59,131,31728,7526.17,5149.32,256,8ki,100000,read,read,33.9k,265MiB/s,278MB/s,7943MiB,30009msec,3130,4178,15795,29492
lsvd,ssd,20gb,18688,70158,34132.78,21099.88,59,156608,856128,100.00,391849.07,302522.14,60,304,52328,10414.79,9408.05,256,16ki,100000,read,read,24.5k,383MiB/s,401MB/s,11.2GiB,30020msec,4424,5145,27395,48497
lsvd,ssd,20gb,18688,70158,34132.78,21099.88,59,219200,1078080,100.00,542667.73,387025.10,60,1937,86075,15037.47,13086.57,256,32ki,100000,read,read,17.0k,530MiB/s,556MB/s,15.5GiB,30021msec,7177,8094,38536,80217
lsvd,ssd,20gb,18688,70158,34132.78,21099.88,59,293632,1156736,100.00,705638.40,391723.52,60,1937,86075,15037.47,13086.57,256,64ki,100000,read,read,11.0k,689MiB/s,722MB/s,20.2GiB,30043msec,14,15,55,102
lsvd,ssd,20gb,46840,59548,53066.99,2464.68,119,187360,238192,100.00,212267.90,9858.80,119,166,18216,2394.00,509.02,128,4ki,100000,randwrite,write,53.1k,207MiB/s,217MB/s,12.1GiB,60001msec,1549,2311,2900,15270
lsvd,ssd,20gb,15540,68038,46043.38,13753.56,119,62160,272152,99.94,184173.46,55014.07,119,112,383562,2756.79,10939.96,128,4ki,100000,write,write,46.1k,180MiB/s,189MB/s,10.5GiB,60001msec,1516,2311,2769,350225
lsvd,ssd,20gb,15540,68038,46043.38,13753.56,119,39984,40064,100.00,40019.39,18.86,59,39,16727,157.35,98.01,128,4ki,10000,randwrite,write,9999,39.1MiB/s,41.0MB/s,1172MiB,30002msec,108,135,217,1942
lsvd,ssd,20gb,15834,24202,20014.37,908.20,59,63336,96808,100.00,80057.63,3632.79,59,84,133185,321.83,1096.50,128,4ki,20000,randwrite,write,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30001msec,131,196,334,40633
lsvd,ssd,20gb,19930,40098,29871.25,3840.56,59,79720,160392,99.57,119485.02,15362.22,59,92,199250,820.96,3573.01,128,4ki,30000,randwrite,write,30.0k,117MiB/s,123MB/s,3516MiB,30001msec,139,306,2245,154141
lsvd,ssd,20gb,19084,61260,40022.61,8882.37,59,76336,245040,100.00,160090.44,35529.50,59,92,305368,1470.41,6240.21,128,4ki,40000,randwrite,write,40.0k,156MiB/s,164MB/s,4687MiB,30001msec,163,783,2409,295699
lsvd,ssd,20gb,19084,61260,40022.61,8882.37,59,12160,244992,99.36,180776.42,57791.09,59,252,548231,2754.60,12203.64,128,4ki,50000,randwrite,write,45.5k,178MiB/s,186MB/s,5330MiB,30001msec,848,2311,2835,480248
lsvd,ssd,20gb,11048,65432,45934.85,12852.46,59,44192,261728,99.72,183739.12,51409.68,59,310,351251,2734.46,9977.78,128,4ki,60000,randwrite,write,46.1k,180MiB/s,189MB/s,5398MiB,30001msec,1012,2278,2769,329253
lsvd,ssd,20gb,15834,65200,47051.19,13880.44,59,63328,260800,99.89,188204.75,55522.18,59,106,399287,2696.49,9946.85,128,4ki,70000,randwrite,write,47.1k,184MiB/s,193MB/s,5520MiB,30001msec,1303,2212,2769,371196
lsvd,ssd,20gb,13588,64216,45321.66,13121.51,59,54352,256864,99.72,181286.64,52485.69,59,135,377385,2794.56,10119.45,128,4ki,80000,randwrite,write,45.4k,178MiB/s,186MB/s,5326MiB,30001msec,1516,2278,2737,333448
lsvd,ssd,20gb,13588,64216,45321.66,13121.51,59,21384,261712,100.00,192399.46,62628.19,59,479,369315,2640.78,10139.28,128,4ki,90000,randwrite,write,48.1k,188MiB/s,197MB/s,5636MiB,30001msec,1418,2180,2671,358613
lsvd,ssd,20gb,11976,64650,48525.76,14701.73,59,47904,258600,99.82,194103.19,58806.97,59,269,405371,2612.55,10514.34,128,4ki,100000,randwrite,write,48.6k,190MiB/s,199MB/s,5697MiB,30002msec,1450,2180,2671,379585
lsvd,ssd,20gb,11976,64650,48525.76,14701.73,59,40008,40072,100.00,40028.47,12.54,59,20,4601,154.94,70.14,128,4ki,10000,write,write,9999,39.1MiB/s,41.0MB/s,1172MiB,30001msec,108,135,215,1418
lsvd,ssd,20gb,16840,23188,20012.03,597.50,59,67360,92744,100.00,80048.00,2389.26,59,57,114949,385.36,1702.57,128,4ki,20000,write,write,20.0k,78.1MiB/s,81.9MB/s,2344MiB,30001msec,116,182,396,94897
lsvd,ssd,20gb,19946,40076,30017.08,4154.56,59,79784,160304,100.00,120068.34,16618.22,59,91,207216,672.73,3094.82,128,4ki,30000,write,write,30.0k,117MiB/s,123MB/s,3516MiB,30001msec,133,269,1909,175113
lsvd,ssd,20gb,20998,59046,40022.88,9554.09,59,83992,236184,100.00,160091.66,38216.35,59,92,323118,1108.04,5793.78,128,4ki,40000,write,write,40.0k,156MiB/s,164MB/s,4687MiB,30001msec,145,445,2089,291505
lsvd,ssd,20gb,20998,59046,40022.88,9554.09,59,32896,270464,99.50,187374.64,58249.76,59,117,437728,2487.22,11477.02,128,4ki,50000,write,write,47.1k,184MiB/s,193MB/s,5518MiB,30002msec,330,2114,2671,429917
lsvd,ssd,20gb,11244,68074,48178.88,16823.03,59,44976,272296,100.00,192715.42,67292.42,59,374,395930,2664.98,11888.96,128,4ki,60000,write,write,47.7k,186MiB/s,195MB/s,5587MiB,30014msec,1385,2114,2573,379585
lsvd,ssd,20gb,14758,67880,48435.53,16603.80,59,59032,271520,99.90,193742.24,66415.26,59,308,399636,2619.71,11048.80,128,4ki,70000,write,write,48.5k,189MiB/s,199MB/s,5682MiB,30001msec,1401,2147,2606,371196
lsvd,ssd,20gb,14758,67880,48435.53,16603.80,59,28576,274744,99.78,202167.19,74408.02,59,462,423552,2507.35,11989.13,128,4ki,80000,write,write,50.7k,198MiB/s,207MB/s,5936MiB,30002msec,1336,1942,2442,413139
